s1_id,entity_type,error_type,num_true_matches,num_pred_matches,top_probability,second_probability,margin,has_address,country
S1-375826659,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-297915005,multi_match,underprediction,3,1,0.9996,0.9996,0.0,True,US
S1-375541142,multi_match,false_negative_miss,3,0,0.0001,0.0001,0.0,True,US
S1-343224704,multi_match,underprediction,3,1,0.9994,0.2361,0.7633,True,US
S1-594746455,multi_match,underprediction,3,1,0.992,0.0002,0.9918,True,US
S1-845547640,multi_match,underprediction,5,2,0.9998,0.9994,0.0004,True,US
S1-880794852,multi_match,underprediction,6,2,0.9994,0.9888,0.0106,True,US
S1-969566656,multi_match,underprediction,2,1,0.998,0.0158,0.9822,True,INDIA
S1-802195499,multi_match,perfect,2,2,0.9998,0.9945,0.0053,True,INDIA
S1-261243220,multi_match,underprediction,2,1,0.5355,0.1044,0.4311,True,US
S1-806272652,multi_match,underprediction,2,1,0.9995,0.993,0.0065,True,US
S1-586806757,multi_match,underprediction,4,1,0.9995,0.3967,0.6028,True,INDIA
S1-588565717,single_match,false_negative_miss,1,0,0.0002,0.0002,0.0,True,US
S1-957840176,multi_match,underprediction,6,1,0.9988,0.9973,0.0015,True,INDIA
S1-679405208,multi_match,underprediction,3,1,0.9915,0.0005,0.9911,True,US
S1-450290353,multi_match,false_negative_miss,2,0,0.3319,0.0001,0.3318,True,INDIA
S1-645267585,multi_match,false_negative_miss,2,0,0.0385,0.0355,0.003,True,INDIA
S1-987037914,multi_match,underprediction,3,2,0.9999,0.9899,0.01,True,US
S1-402947567,single_match,perfect,1,1,0.8976,0.2256,0.672,True,US
S1-720347155,multi_match,underprediction,3,1,0.9995,0.3967,0.6027,True,INDIA
S1-788109845,multi_match,underprediction,3,2,0.9998,0.9995,0.0003,True,INDIA
S1-750786535,multi_match,underprediction,9,2,0.9998,0.9997,0.0001,True,US
S1-292576325,multi_match,false_negative_miss,4,0,0.0025,0.0024,0.0001,True,INDIA
S1-490227002,singleton,perfect,0,0,0.0007,0.0003,0.0004,True,US
S1-53381426,multi_match,underprediction,3,1,0.9949,0.0001,0.9948,True,US
S1-57894876,multi_match,underprediction,5,1,0.9999,0.3982,0.6016,True,US
S1-8544442,multi_match,underprediction,4,2,0.9995,0.9982,0.0013,True,INDIA
S1-471039399,multi_match,underprediction,5,1,0.9955,0.9942,0.0012,True,US
S1-335587394,multi_match,false_negative_miss,5,0,0.0001,0.0001,0.0,True,US
S1-485697099,multi_match,false_negative_miss,3,0,0.0001,0.0001,0.0001,True,US
S1-207006128,multi_match,underprediction,3,1,0.9975,0.9131,0.0844,True,US
S1-288542724,multi_match,underprediction,2,1,0.9942,0.0185,0.9757,True,US
S1-212081810,multi_match,false_negative_miss,3,0,0.0005,0.0003,0.0002,True,US
S1-168287676,multi_match,underprediction,5,2,0.9991,0.9981,0.001,True,US
S1-574901884,multi_match,false_negative_miss,2,0,0.0009,0.0006,0.0003,True,INDIA
S1-392858695,multi_match,underprediction,5,1,0.9999,0.9998,0.0001,True,US
S1-51959031,multi_match,underprediction,5,1,0.9997,0.9997,0.0,True,US
S1-539490281,multi_match,underprediction,4,2,0.9995,0.9987,0.0007,True,US
S1-351775866,multi_match,underprediction,4,2,0.9972,0.99,0.0072,True,INDIA
S1-23441850,multi_match,underprediction,3,2,0.9998,0.9997,0.0001,True,US
S1-43532325,multi_match,underprediction,3,2,0.9942,0.9937,0.0004,True,US
S1-557305475,multi_match,underprediction,4,2,0.9909,0.9884,0.0025,True,US
S1-827291418,multi_match,false_negative_miss,3,0,0.0006,0.0006,0.0,True,INDIA
S1-797724861,multi_match,false_negative_miss,2,0,0.0182,0.0145,0.0037,True,INDIA
S1-143356798,single_match,false_negative_miss,1,0,0.0495,0.0017,0.0478,True,INDIA
S1-53604048,multi_match,underprediction,4,2,0.9999,0.9972,0.0027,True,US
S1-584766391,multi_match,underprediction,2,1,0.9987,0.0003,0.9984,True,US
S1-429758456,multi_match,underprediction,3,1,0.9925,0.0004,0.9921,True,US
S1-29467213,multi_match,underprediction,3,1,0.9997,0.9873,0.0124,True,US
S1-645365163,multi_match,underprediction,6,1,0.9995,0.0,0.9995,True,INDIA
S1-52153392,multi_match,underprediction,2,1,0.9828,0.1191,0.8637,True,INDIA
S1-164960260,multi_match,underprediction,3,1,0.9298,0.0233,0.9065,True,INDIA
S1-238930367,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-836912332,multi_match,underprediction,2,1,0.999,0.0009,0.9981,True,US
S1-566933480,multi_match,underprediction,5,2,0.9998,0.9997,0.0002,True,US
S1-350809721,multi_match,false_negative_miss,2,0,0.0199,0.0004,0.0195,True,INDIA
S1-211202291,multi_match,underprediction,6,2,0.9993,0.9972,0.0021,True,INDIA
S1-523930348,multi_match,underprediction,3,2,0.9999,0.9998,0.0,True,INDIA
S1-337456094,multi_match,underprediction,4,1,0.9998,0.0006,0.9992,True,US
S1-796222128,singleton,perfect,0,0,0.0003,0.0002,0.0001,True,INDIA
S1-621603774,multi_match,underprediction,3,1,0.9997,0.0001,0.9995,True,US
S1-837729147,singleton,perfect,0,0,0.0022,0.0002,0.0019,True,US
S1-368445509,multi_match,underprediction,5,2,0.9996,0.9994,0.0002,True,US
S1-591627402,singleton,perfect,0,0,0.3702,0.0004,0.3698,True,US
S1-48929338,single_match,false_negative_miss,1,0,0.2361,0.002,0.2341,True,US
S1-939263474,multi_match,underprediction,4,1,0.9998,0.3967,0.603,True,INDIA
S1-923859039,multi_match,false_negative_miss,2,0,0.0306,0.0004,0.0301,True,INDIA
S1-119107489,multi_match,underprediction,4,1,0.9982,0.9846,0.0135,True,INDIA
S1-355747887,multi_match,false_negative_miss,3,0,0.0005,0.0004,0.0001,True,INDIA
S1-782534088,multi_match,underprediction,3,1,0.9247,0.0009,0.9238,True,INDIA
S1-175775773,multi_match,underprediction,2,1,0.9995,0.0016,0.9979,True,US
S1-806481849,multi_match,underprediction,5,2,0.9997,0.9992,0.0006,True,US
S1-153702721,multi_match,underprediction,2,1,0.9962,0.7828,0.2134,True,INDIA
S1-672596972,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0001,True,US
S1-234620577,multi_match,underprediction,3,1,0.9995,0.0018,0.9977,True,US
S1-684287012,multi_match,underprediction,5,1,0.9998,0.9968,0.0031,True,US
S1-830452590,multi_match,underprediction,3,2,0.9993,0.9982,0.0011,True,US
S1-11626150,multi_match,false_negative_miss,4,0,0.0017,0.001,0.0007,True,INDIA
S1-561755600,multi_match,underprediction,4,1,0.9958,0.0012,0.9946,True,INDIA
S1-8764449,multi_match,false_negative_miss,4,0,0.0001,0.0001,0.0,True,US
S1-616272809,multi_match,underprediction,4,2,0.9987,0.9967,0.002,True,INDIA
S1-444384338,multi_match,underprediction,4,1,0.9905,0.583,0.4075,True,US
S1-323431072,multi_match,underprediction,4,1,0.9998,0.9981,0.0017,True,INDIA
S1-912214733,multi_match,underprediction,5,2,0.9998,0.9995,0.0003,True,US
S1-893937830,multi_match,underprediction,2,1,0.9986,0.0002,0.9985,True,INDIA
S1-934746794,multi_match,underprediction,3,1,0.6863,0.3856,0.3007,True,US
S1-432969929,multi_match,underprediction,4,1,0.8763,0.0001,0.8762,True,US
S1-104265279,multi_match,underprediction,4,1,0.9827,0.7575,0.2252,True,US
S1-521068398,multi_match,underprediction,5,1,0.9983,0.9983,0.0,True,INDIA
S1-901126705,multi_match,underprediction,3,1,0.9941,0.1604,0.8338,True,INDIA
S1-451945854,multi_match,underprediction,2,1,0.9992,0.0,0.9992,True,US
S1-724438101,multi_match,underprediction,4,1,0.9941,0.9888,0.0053,True,INDIA
S1-189343223,multi_match,underprediction,3,1,0.9928,0.9913,0.0015,True,US
S1-245393890,multi_match,underprediction,2,1,0.9988,0.0002,0.9986,True,INDIA
S1-167741238,single_match,false_negative_miss,1,0,0.0648,0.0614,0.0034,True,US
S1-486803488,multi_match,underprediction,6,2,0.9998,0.9997,0.0001,True,US
S1-107940624,multi_match,underprediction,5,2,0.9997,0.9996,0.0002,True,US
S1-768687250,multi_match,false_negative_miss,2,0,0.0005,0.0004,0.0001,True,INDIA
S1-693233860,multi_match,underprediction,4,1,0.9989,0.0005,0.9984,True,INDIA
S1-793875163,multi_match,underprediction,4,2,0.9986,0.9955,0.0031,True,INDIA
S1-135334640,multi_match,underprediction,5,1,0.9975,0.0001,0.9974,True,US
S1-972554785,multi_match,false_negative_miss,3,0,0.0199,0.0009,0.019,True,INDIA
S1-621781217,multi_match,underprediction,4,1,0.9974,0.0001,0.9973,True,INDIA
S1-104484066,multi_match,underprediction,2,1,0.9992,0.5236,0.4756,True,INDIA
S1-977971857,multi_match,underprediction,6,2,0.9996,0.9995,0.0001,True,INDIA
S1-462122792,multi_match,underprediction,3,1,0.9877,0.0001,0.9876,True,INDIA
S1-887570298,singleton,perfect,0,0,0.0,0.0,0.0,True,INDIA
S1-114754195,multi_match,underprediction,2,1,0.9966,0.0059,0.9906,True,INDIA
S1-634676199,multi_match,underprediction,2,1,0.9997,0.0164,0.9833,True,INDIA
S1-154018642,multi_match,underprediction,3,1,0.9987,0.394,0.6047,True,INDIA
S1-91280372,multi_match,underprediction,5,1,0.8248,0.1938,0.631,True,INDIA
S1-507378373,multi_match,underprediction,2,1,0.9989,0.0057,0.9932,True,INDIA
S1-875217651,multi_match,underprediction,3,1,0.9256,0.9115,0.014,True,INDIA
S1-31775424,multi_match,underprediction,3,2,0.9969,0.994,0.0029,True,INDIA
S1-297383825,single_match,perfect,1,1,0.9951,0.0003,0.9948,True,US
S1-621802401,multi_match,underprediction,4,2,0.9999,0.9936,0.0063,True,US
S1-656627233,multi_match,underprediction,2,1,0.9863,0.0003,0.986,True,US
S1-269038507,multi_match,false_negative_miss,7,0,0.0938,0.0683,0.0254,True,INDIA
S1-468775269,multi_match,underprediction,3,1,0.9988,0.972,0.0268,True,INDIA
S1-344305023,multi_match,underprediction,6,1,0.9998,0.0002,0.9996,True,US
S1-923763717,multi_match,underprediction,3,1,0.9983,0.0001,0.9982,True,US
S1-866214968,multi_match,false_negative_miss,3,0,0.1577,0.0096,0.1481,True,US
S1-997818834,multi_match,underprediction,4,2,0.9983,0.9972,0.0011,True,US
S1-916387357,multi_match,underprediction,4,2,0.9999,0.9903,0.0096,True,US
S1-527552270,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0,True,US
S1-286916095,multi_match,underprediction,5,1,0.9803,0.0019,0.9784,True,US
S1-80627600,singleton,perfect,0,0,0.0001,0.0,0.0,True,INDIA
S1-839923116,multi_match,underprediction,6,2,0.9998,0.9997,0.0001,True,US
S1-206435604,singleton,perfect,0,0,0.2361,0.0004,0.2357,True,US
S1-792125279,single_match,perfect,1,1,0.9996,0.0004,0.9992,True,US
S1-224786018,single_match,false_negative_miss,1,0,0.0004,0.0003,0.0001,True,INDIA
S1-94020447,multi_match,underprediction,3,2,0.9994,0.9111,0.0883,True,INDIA
S1-196866797,multi_match,underprediction,5,1,0.9994,0.0018,0.9976,True,INDIA
S1-367386941,multi_match,underprediction,5,1,0.9727,0.0004,0.9722,True,INDIA
S1-730989188,single_match,perfect,1,1,0.9994,0.1131,0.8863,True,US
S1-407351044,multi_match,underprediction,6,2,0.9998,0.9988,0.001,True,US
S1-309272261,multi_match,underprediction,5,2,0.9998,0.9997,0.0001,True,INDIA
S1-754182811,multi_match,false_negative_miss,2,0,0.0011,0.0002,0.0009,True,US
S1-922390152,multi_match,underprediction,5,1,0.6519,0.473,0.1789,True,INDIA
S1-196179279,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,US
S1-228415081,singleton,perfect,0,0,0.0003,0.0002,0.0001,True,US
S1-78710897,multi_match,false_negative_miss,4,0,0.0006,0.0001,0.0005,True,INDIA
S1-598056346,multi_match,underprediction,2,1,0.9998,0.0002,0.9996,True,US
S1-668574224,multi_match,underprediction,4,1,0.9998,0.0002,0.9996,True,US
S1-461012459,multi_match,underprediction,3,1,0.9995,0.0002,0.9993,True,US
S1-683172492,multi_match,underprediction,4,1,0.9995,0.9993,0.0001,True,US
S1-359918566,multi_match,underprediction,5,2,0.9995,0.9993,0.0002,True,US
S1-797747606,multi_match,underprediction,3,1,0.9992,0.9957,0.0036,True,US
S1-790165868,multi_match,underprediction,6,1,0.9972,0.0019,0.9953,True,INDIA
S1-563624654,multi_match,underprediction,3,1,0.9987,0.2377,0.761,True,US
S1-555973337,multi_match,underprediction,4,2,0.9992,0.9987,0.0005,True,INDIA
S1-839680292,multi_match,underprediction,4,2,0.9934,0.9934,0.0,True,INDIA
S1-132731286,singleton,perfect,0,0,0.0258,0.0252,0.0006,True,INDIA
S1-888299007,multi_match,underprediction,4,1,0.8332,0.7152,0.118,True,US
S1-549914716,multi_match,underprediction,4,1,0.9936,0.0029,0.9906,True,US
S1-612094789,multi_match,underprediction,3,1,0.9996,0.9932,0.0065,True,INDIA
S1-584110373,multi_match,underprediction,3,1,0.9996,0.0002,0.9994,True,US
S1-52992802,multi_match,underprediction,4,1,0.9996,0.9957,0.0039,True,INDIA
S1-514389265,multi_match,underprediction,7,2,0.9995,0.9986,0.0009,True,INDIA
S1-550822524,multi_match,false_negative_miss,2,0,0.0991,0.0003,0.0988,True,US
S1-839413816,multi_match,underprediction,6,2,0.9998,0.9997,0.0002,True,US
S1-384520217,multi_match,underprediction,6,2,0.9999,0.9997,0.0002,True,US
S1-514791271,multi_match,underprediction,6,2,0.991,0.9795,0.0115,True,INDIA
S1-946024070,multi_match,underprediction,3,1,0.9993,0.9824,0.0169,True,US
S1-499498220,multi_match,underprediction,4,2,0.9998,0.9997,0.0002,True,US
S1-116103010,singleton,false_positive_merge,0,1,0.7257,0.0086,0.717,True,US
S1-939837969,multi_match,false_negative_miss,4,0,0.0003,0.0002,0.0001,True,US
S1-132055754,multi_match,underprediction,7,1,0.9999,0.9975,0.0024,True,INDIA
S1-693120040,multi_match,underprediction,7,2,0.9984,0.9907,0.0078,True,US
S1-719441610,multi_match,false_negative_miss,4,0,0.0003,0.0001,0.0003,True,INDIA
S1-565710273,multi_match,false_negative_miss,3,0,0.0003,0.0002,0.0001,True,US
S1-114671191,multi_match,false_negative_miss,2,0,0.0002,0.0002,0.0,True,US
S1-322250713,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-857477427,multi_match,underprediction,3,1,0.9997,0.0004,0.9993,True,INDIA
S1-966225276,multi_match,underprediction,4,2,0.9978,0.9928,0.005,True,US
S1-512397306,multi_match,perfect,2,2,0.9995,0.9995,0.0,True,US
S1-441082151,multi_match,underprediction,3,1,0.9997,0.0081,0.9916,True,US
S1-376469871,multi_match,underprediction,3,2,0.9997,0.9993,0.0004,True,US
S1-180081361,singleton,perfect,0,0,0.3375,0.014,0.3236,True,INDIA
S1-515700968,multi_match,underprediction,4,2,0.9999,0.9998,0.0001,True,US
S1-847127451,multi_match,false_negative_miss,2,0,0.0004,0.0002,0.0001,True,US
S1-991211078,multi_match,underprediction,3,1,0.9981,0.4147,0.5834,True,INDIA
S1-30892411,multi_match,underprediction,5,1,0.9957,0.0004,0.9953,True,INDIA
S1-926038308,singleton,false_positive_merge,0,1,0.4824,0.001,0.4814,True,INDIA
S1-718801517,multi_match,underprediction,4,2,0.9997,0.9909,0.0088,True,US
S1-596565926,multi_match,false_negative_miss,2,0,0.0225,0.0013,0.0211,True,US
S1-142197135,multi_match,underprediction,3,1,0.9995,0.0004,0.9991,True,US
S1-411743183,multi_match,underprediction,2,1,0.6043,0.0828,0.5215,True,INDIA
S1-734739352,multi_match,underprediction,2,1,0.6289,0.0228,0.6061,True,INDIA
S1-921355244,multi_match,false_negative_miss,4,0,0.0004,0.0004,0.0,True,US
S1-801643069,multi_match,underprediction,6,2,0.9998,0.9998,0.0,True,US
S1-280195212,multi_match,underprediction,2,1,0.9808,0.0468,0.9341,True,INDIA
S1-445355774,multi_match,underprediction,2,1,0.9984,0.0197,0.9787,True,US
S1-65220873,multi_match,false_negative_miss,5,0,0.0045,0.001,0.0035,True,INDIA
S1-636418002,singleton,perfect,0,0,0.473,0.0041,0.4689,True,US
S1-510805530,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-968678768,multi_match,underprediction,2,1,0.9969,0.9941,0.0028,True,US
S1-276741097,multi_match,underprediction,3,1,0.9991,0.999,0.0,True,US
S1-564181330,multi_match,underprediction,5,1,0.9999,0.0002,0.9996,True,US
S1-118547246,multi_match,underprediction,4,2,0.9981,0.9817,0.0164,True,INDIA
S1-987428577,multi_match,underprediction,4,1,0.9996,0.0008,0.9987,True,US
S1-973383295,multi_match,underprediction,2,1,0.5267,0.0009,0.5258,True,INDIA
S1-986847229,multi_match,false_negative_miss,3,0,0.0004,0.0003,0.0001,True,US
S1-445659140,multi_match,underprediction,3,1,0.9128,0.2672,0.6456,True,INDIA
S1-809082928,multi_match,underprediction,2,1,0.9977,0.2822,0.7155,True,US
S1-982793504,multi_match,underprediction,4,2,0.9988,0.9978,0.001,True,INDIA
S1-883489130,single_match,false_negative_miss,1,0,0.0016,0.0005,0.0011,True,INDIA
S1-795162026,multi_match,underprediction,7,2,0.9999,0.9994,0.0004,True,US
S1-568230888,multi_match,false_negative_miss,4,0,0.2615,0.0,0.2615,True,INDIA
S1-170483268,multi_match,underprediction,2,1,0.9975,0.0025,0.995,True,US
S1-709109644,multi_match,underprediction,6,1,0.9929,0.9233,0.0696,True,INDIA
S1-707588399,multi_match,underprediction,4,2,0.9979,0.857,0.1409,True,INDIA
S1-663347753,multi_match,underprediction,5,1,0.9998,0.9992,0.0006,True,US
S1-331805314,multi_match,underprediction,4,2,0.9984,0.994,0.0044,True,US
S1-3990495,multi_match,false_negative_miss,3,0,0.0079,0.0014,0.0065,True,INDIA
S1-728497551,multi_match,underprediction,3,2,0.9978,0.9932,0.0045,True,INDIA
S1-87726191,multi_match,underprediction,7,1,0.9817,0.7758,0.2059,True,INDIA
S1-739055004,multi_match,false_negative_miss,3,0,0.0001,0.0001,0.0,True,US
S1-357329347,multi_match,underprediction,3,2,0.9999,0.9998,0.0001,True,US
S1-644232250,multi_match,underprediction,5,1,0.9989,0.0,0.9989,True,US
S1-187662251,multi_match,underprediction,4,2,0.9999,0.9998,0.0001,True,US
S1-98383596,multi_match,underprediction,3,2,0.9998,0.9994,0.0003,True,US
S1-186877124,multi_match,underprediction,2,1,0.9995,0.0003,0.9992,True,INDIA
S1-210723932,multi_match,perfect,2,2,0.972,0.9676,0.0044,True,US
S1-283204600,multi_match,underprediction,5,2,0.9951,0.9945,0.0007,True,INDIA
S1-656925366,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,US
S1-675175613,multi_match,underprediction,3,1,0.9998,0.0078,0.992,True,INDIA
S1-659753491,multi_match,underprediction,5,2,0.9997,0.9994,0.0003,True,US
S1-61105573,multi_match,underprediction,4,2,0.9982,0.9982,0.0,True,US
S1-551236792,multi_match,underprediction,4,1,0.9997,0.3195,0.6802,True,US
S1-931937483,multi_match,false_negative_miss,5,0,0.0,0.0,0.0,True,INDIA
S1-46715976,single_match,false_negative_miss,1,0,0.0002,0.0002,0.0,True,US
S1-35389719,multi_match,underprediction,6,1,0.9998,0.9989,0.0009,True,US
S1-448213351,multi_match,underprediction,6,2,0.9991,0.9991,0.0001,True,US
S1-391428264,multi_match,false_negative_miss,3,0,0.2361,0.0116,0.2245,True,US
S1-269008934,multi_match,underprediction,3,1,0.999,0.0008,0.9981,True,INDIA
S1-795655197,singleton,perfect,0,0,0.4486,0.0889,0.3597,True,INDIA
S1-764763123,multi_match,underprediction,2,1,0.998,0.005,0.9929,True,US
S1-547365787,multi_match,underprediction,3,2,0.9992,0.9989,0.0003,True,INDIA
S1-107565629,multi_match,underprediction,3,1,0.9998,0.962,0.0377,True,INDIA
S1-554236837,single_match,perfect,1,1,0.9998,0.0099,0.9899,True,US
S1-628712230,multi_match,underprediction,4,1,0.7821,0.0011,0.781,True,INDIA
S1-309406756,multi_match,underprediction,2,1,0.9991,0.0022,0.997,True,US
S1-852188736,multi_match,underprediction,3,2,0.9999,0.9918,0.0081,True,US
S1-189103537,multi_match,underprediction,3,1,0.5087,0.0002,0.5085,True,INDIA
S1-335855926,multi_match,underprediction,3,2,0.9982,0.9982,0.0,True,US
S1-11910817,multi_match,underprediction,3,1,0.9762,0.9289,0.0473,True,US
S1-141873861,multi_match,underprediction,6,1,0.9988,0.9951,0.0037,True,INDIA
S1-874429080,multi_match,underprediction,2,1,0.9898,0.9795,0.0103,True,INDIA
S1-160676176,multi_match,underprediction,6,1,0.9998,0.9971,0.0027,True,US
S1-289431662,multi_match,underprediction,4,1,0.9991,0.0002,0.999,True,US
S1-463873472,multi_match,underprediction,5,1,0.9991,0.9983,0.0008,True,INDIA
S1-654872685,multi_match,underprediction,4,1,0.9996,0.9829,0.0167,True,US
S1-658697649,multi_match,false_negative_miss,2,0,0.0003,0.0003,0.0,True,INDIA
S1-425743633,multi_match,underprediction,3,1,0.9902,0.3859,0.6044,True,INDIA
S1-601738026,multi_match,false_negative_miss,3,0,0.0502,0.0012,0.049,True,US
S1-553840306,multi_match,underprediction,4,1,0.9985,0.0007,0.9978,True,INDIA
S1-380919849,multi_match,underprediction,6,2,0.9999,0.9998,0.0001,True,US
S1-409233360,singleton,perfect,0,0,0.3982,0.0007,0.3975,True,US
S1-384110843,multi_match,underprediction,4,2,0.995,0.9915,0.0035,True,US
S1-258387193,multi_match,underprediction,3,1,0.9502,0.0103,0.94,True,INDIA
S1-800569018,multi_match,underprediction,5,1,0.9987,0.473,0.5257,True,US
S1-374539748,multi_match,underprediction,2,1,0.9988,0.1778,0.8209,True,US
S1-855168402,multi_match,underprediction,3,2,0.9997,0.9995,0.0001,True,US
S1-446882659,multi_match,underprediction,3,2,0.9993,0.9993,0.0,True,US
S1-790245203,singleton,perfect,0,0,0.0003,0.0003,0.0,True,US
S1-170277268,multi_match,underprediction,3,1,0.9986,0.036,0.9627,True,INDIA
S1-322554485,multi_match,underprediction,4,2,0.9987,0.9904,0.0083,True,INDIA
