s1_id	target_id	target_source	s1_name	s1_address	s1_country	target_country	shared_tokens	diagnosed_reason
S1-436037642	S3-311284254	S3	gp marketing private limited	m 496 shakurpur j j colony sri nagar saraswati vihar delhi north west delhi	india	india	private,limited,gp	partial_token_overlap_unindexed
S1-316169377	S3-799190872	S3	all management private limited	no 150a thanikachalam nagar 7th street ponniamman medu chennai thiruvallur tamil nadu	india	india	management	partial_token_overlap_unindexed
S1-183283123	S3-804180847	S3	zq fishery co	1st floor plot no 2 opposite housing board akara batta abu road sirohi rajasthan	india	india	co,zq	partial_token_overlap_unindexed
S1-70864351	S2-984083099	S2	thibeault mitsubishi l l c	1514 main street white pine tn	us	us		zero_shared_tokens_transliteration
S1-705978737	S3-246183176	S3	atlas fargo l l c	222 100 provo ut	us	us	fargo,atlas	partial_token_overlap_unindexed
S1-44872528	S2-144598655	S2	nizamabad shree private limited	h no 1 22 shutter no 1 opp shyam petrol pump nizamabad telangana	india	india	shree,private,nizamabad	partial_token_overlap_unindexed
S1-1791086	S2-669481676	S2	calderon investments	1925 birch terrace town of trenton wi	us	us	calderon	partial_token_overlap_unindexed
S1-119217493	S3-512342078	S3	indian care private limited	madhya pradesh itwari mohalla shahdol shahdol	india	india		empty_or_missing_name
S1-696081776	S3-574951972	S3	quality tribeca associates	428 oak street huntington ar	us	us		zero_shared_tokens_transliteration
S1-821301265	S3-324762959	S3	clear commercial works	716 cajon street redlands ca	us	us	commercial,clear	partial_token_overlap_unindexed
S1-551380284	S2-573542136	S2	indian modern power private limited	60 shri ram vihar mahal sanganer jaipur rajasthan	india	india		empty_or_missing_name
S1-124308942	S3-351461556	S3	noor and co	pune maharashtra oxford village ph iii bl b sn 61 62 63 wanawadi pune fl 1106	india	india	co,noor,and	partial_token_overlap_unindexed
S1-150033799	S3-459645937	S3	kim clough inc	901 487 taylor tx	us	us	kim,clough	partial_token_overlap_unindexed
S1-703118290	S3-481932882	S3	whitfield harbor corp	1360 towhee trail prescott az	us	us	whitfield,harbor	partial_token_overlap_unindexed
S1-927372443	S3-85835419	S3	jai golden engineering llp	dada bazarbhartiya krida mandir 57 naigaon cross rd wadala w mumbai maharashtra mumbai	india	india	engineering,golden,jai	partial_token_overlap_unindexed
S1-209424373	S3-255706773	S3	moga urban limited	moga road bagha purana moga punjab	india	india	moga,limited	partial_token_overlap_unindexed
S1-708334600	S2-128989164	S2	rocky forefront llc	238 gum springs road morgantown wv	us	us	forefront,rocky	partial_token_overlap_unindexed
S1-411694890	S3-550362689	S3	family associates	3765 preserve crossing boulevard unit 2 columbus oh	us	us	family	partial_token_overlap_unindexed
S1-885556293	S2-269762357	S2	ridge capital inc	2220 32nd street topeka ks	us	us	capital,ridge	partial_token_overlap_unindexed
S1-469535575	S3-804649093	S3	mangal construction associates	gautam buddha nagar noida ats dolce gh 12a zeta i flat no 5gf1 uttar pradesh	india	india	construction,associates,mangal	partial_token_overlap_unindexed
S1-510197667	S3-329446106	S3	gi rocky stone llc	decatur 4337 380 fl 0 tx	us	us	gi,llc,stone	partial_token_overlap_unindexed
S1-890545138	S3-534816198	S3	kali brothers pvt ltd	404 rohan arcade dattani park thakur village kandivali east mumbai mumbai city maharashtra	india	india	pvt,brothers,kali	partial_token_overlap_unindexed
S1-988975398	S2-265388741	S2	fu global arcelormittal inc	805 ridley street suffolk city va	us	us	fu,global	partial_token_overlap_unindexed
S1-103251899	S3-914616180	S3	fae ebert bluerock llc	1800 prathersville road unit 83 columbia mo	us	us		zero_shared_tokens_transliteration
S1-905813486	S3-497928092	S3	maa impex private limited	c o subodh mondal mohanpur g p purbasa main road p o n c pukur p s titagarh titagarh parganas north west bengal	india	india		empty_or_missing_name
S1-405616757	S3-305313831	S3	rosie williams oriental	sallisaw 410 port arthur place ok	us	us	oriental,rosie	partial_token_overlap_unindexed
S1-520421085	S2-612204111	S2	global estate private limited	plot no 226 1456 f m nagar karanjia sadar balasore orissa	india	india		empty_or_missing_name
S1-717490268	S3-310163523	S3	navimumbai financial limited	plot no 1ab kalpataru chs ltd sector 8b cbd belapur thane maharashtra navimumbai b 5 501	india	india	financial,navimumbai	partial_token_overlap_unindexed
S1-520442475	S3-631862445	S3	caldova productions care	206 lewis street geneva ny	us	us	productions,caldova	partial_token_overlap_unindexed
S1-828016394	S3-586335594	S3	blue properties private limited	bhoupoli flat no 5 2nd flr98 3 erandawana pune maharashtra	india	india	private,blue,limited	partial_token_overlap_unindexed
S1-189254015	S2-92988595	S2	trinity emanuel	unit 2 washington dc 2506 14th street	us	us	trinity	partial_token_overlap_unindexed
S1-67352393	S3-325422092	S3	baba tech private limited	hall no 2 third floor radhey corner complex daskroi ahmedabad gujarat	india	india	baba,limited,private	partial_token_overlap_unindexed
S1-32515842	S2-422900063	S2	first hawk	5600 patriot avenue orient oh	us	us	first	partial_token_overlap_unindexed
S1-707048164	S2-402806563	S2	prachi center llp	208 209 2nd floor new sonal link industrial estate bldg no 2 link road malad w mumbai mumbai city maharashtra	india	india	prachi,center	partial_token_overlap_unindexed
S1-604792531	S3-690984758	S3	united foundation	2793 bridgestone circle kokomo in	us	us	united,foundation	partial_token_overlap_unindexed
S1-482132461	S2-418186655	S2	dental center llc	907 shellbrook court unit 13 raleigh nc	us	us	center,dental	partial_token_overlap_unindexed
S1-650491742	S3-297230591	S3	vanguard genomic works	owensboro ky 4907 highway 81	us	us	vanguard,genomic	partial_token_overlap_unindexed
S1-681985492	S3-493719927	S3	bright infra private limited	wz 260 b main najafgarhrd near metro pillar no 671 new delhi west delhi delhi	india	india		empty_or_missing_name
S1-936820081	S3-723704675	S3	anand foundation private limited	g107 vidyasagar oswal garden 210 212 cochraine basin road korukkupet chennai tamil nadu	india	india	private,anand,foundation	partial_token_overlap_unindexed
S1-611250975	S2-305512066	S2	sun service limited	s no 47 hirai sitai rasta haveli pune maharashtra	india	india	sun,limited	partial_token_overlap_unindexed
S1-875623014	S3-251405065	S3	saryu foundation limited	57 perumalpuram 7th street w no perumalpuram perumalpuram tirunelveli tamil nadu	india	india	saryu,limited,foundation	partial_token_overlap_unindexed
S1-84060211	S3-453293576	S3	ear nose and throat medicine	8307 edgemoor drive houston tx	us	us	medicine,nose,throat,and,ear	partial_token_overlap_unindexed
S1-856668680	S2-966230549	S2	safe optimal impact	247 evani avenue benson az	us	us	safe,optimal	partial_token_overlap_unindexed
S1-778149242	S3-948623294	S3	corinne barraza d c center	145 263rd street fl 0 garden plain ks	us	us	center,corinne	partial_token_overlap_unindexed
S1-176414805	S2-646174233	S2	creative services limited	kerala ernakulam building no 46 102 aadhappilly tower ernakulam vennala p o kochi	india	india	creative,limited	partial_token_overlap_unindexed
S1-717892742	S3-415789494	S3	sree consultants private limited	c o om prakash nakatiya baboo ram dhora lalpur bareilly uttar pradesh	india	india	sree,consultants	partial_token_overlap_unindexed
S1-353416148	S3-294753892	S3	arnold valley orion pc	800 buffalo brink road mannington wv	us	us	valley,arnold	partial_token_overlap_unindexed
S1-924588344	S3-762162620	S3	bright lloyds inc	1046 e lake road montville ct	us	us	bright,inc	partial_token_overlap_unindexed
S1-812553864	S3-535438356	S3	goldstar clinic	sh no 1 grn flr tere gaali versova mumbai maharashtra	india	india	goldstar,clinic	partial_token_overlap_unindexed
S1-951451939	S2-462155423	S2	maa investments private limited	villa no 68 cyprus palms serilingampally k v rangareddy telangana	india	india		empty_or_missing_name
S1-506578606	S3-908635145	S3	secure cloud brands llc	321 6th street duluth mn	us	us		zero_shared_tokens_transliteration
S1-662961085	S3-439742559	S3	modern consulting llp	sr no 102 2 5 fl no a 1107 dreams carnival char haveli haveli pune maharashtra	india	india	consulting	partial_token_overlap_unindexed
S1-256324615	S3-658462119	S3	saga and sons ltd	707 eldorado apartment 7 88 tilak nagar opp abha nursing home kanpur uttar pradesh	india	india		zero_shared_tokens_transliteration
S1-536488324	S3-621455513	S3	swanson and baird	586 henshaw street leicester ma	us	us		zero_shared_tokens_transliteration
S1-716053494	S2-111529676	S2	dental center l l c	143 chases mill road east machias me	us	us	l,c,dental	partial_token_overlap_unindexed
S1-108284040	S3-21236414	S3	hidalgo mountain studios llc	tx 124 jordan court allen	us	us	mountain,hidalgo	partial_token_overlap_unindexed
S1-600088932	S2-830104497	S2	palmer affiliated of mott pllc	310 dakota avenue mott nd	us	us		zero_shared_tokens_transliteration
S1-383000800	S3-494462660	S3	cardiology care associates	va 315 woods avenue unit apt a roanoke city	us	us	associates,care,cardiology	partial_token_overlap_unindexed
S1-725326314	S3-607180170	S3	dee dee roberto integrated wireless llc	1404 lincoln court union ky	us	us	llc,roberto,integrated,dee	partial_token_overlap_unindexed
S1-378062593	S3-637007713	S3	cure cleaning service	4853 railway circle monrovia md	us	us	service,cure,cleaning	partial_token_overlap_unindexed
S1-643663550	S3-201873627	S3	empire rapid canadian llc	109 saint charles place chickasha ok	us	us	empire,rapid	partial_token_overlap_unindexed
S1-849406830	S3-144392647	S3	wolford obic	736 elder court glencoe il	us	us	wolford	partial_token_overlap_unindexed
S1-411801793	S3-647154516	S3	gorakhpur solutions pvt ltd	c o dr arun chand pnt colony rustampur gorakhpur uttar pradesh	india	india	gorakhpur,pvt,solutions	partial_token_overlap_unindexed
S1-161080659	S3-254152723	S3	pioneer trading pvt ltd	mumbai unit 701a maharashtra mumbai city 7th floor tower 2 one international centre senapati bapat marg elphinstone road	india	india	pvt,ltd,pioneer	partial_token_overlap_unindexed
S1-344949649	S2-344501219	S2	keener dorolice j o d p c	tn 1450 tom white road big sandy	us	us	j,keener,d,dorolice,o	partial_token_overlap_unindexed
S1-105548872	S3-886174080	S3	george espindola and fritts	1765 b street salem or	us	us	george,espindola	partial_token_overlap_unindexed
S1-340515379	S3-630864604	S3	demaio alexander and vasquez center	123 witherspoon lane penfield ny	us	us	center,and,vasquez,demaio,alexander	partial_token_overlap_unindexed
S1-107807557	S2-658292262	S2	jyoti college	519 ground floor nyay khand 2 indirapuram ghaziabad uttar pradesh	india	india	jyoti,college	partial_token_overlap_unindexed
S1-144124314	S2-132912329	S2	kesoft credit inc	914 maple street kindred nd	us	us	credit,kesoft	partial_token_overlap_unindexed
S1-141651343	S2-285068352	S2	mint trade llp	a 610 siddhi vinayak towers b h dcp office off s g highway makarba ahmedabad gujarat	india	india	trade,mint	partial_token_overlap_unindexed
S1-961045042	S3-728010352	S3	chandra frontier innovations inc	1803 mcginnis court harker heights tx	us	us	innovations,inc,chandra	partial_token_overlap_unindexed
S1-830574336	S2-780693763	S2	bombay construction pvt ltd	ward no 10 vill panch muzaffarpur block musahri muzaffarpur bihar	india	india		empty_or_missing_name
S1-685028795	S3-182341280	S3	hcc capital private limited	pethkar projects siyona b2 702sno47 p 48 p 50 p 7 pune city pune maharashtra	india	india		zero_shared_tokens_transliteration
S1-667378442	S3-610011999	S3	bright marine systems llc	2357 putnam lane fl 0 crofton md	us	us	systems,bright,marine	partial_token_overlap_unindexed
S1-649583432	S3-973982160	S3	nickels veterinary clinic	51 stanton way north andover ma	us	us	veterinary,nickels	partial_token_overlap_unindexed
S1-816057608	S3-713397703	S3	behavioral health associates inc	1565 crossing duck lane washington nc	us	us	associates,inc,behavioral,health	partial_token_overlap_unindexed
S1-417706840	S2-579346399	S2	nathani consultants llp	1662 5 b gali 17 f f govind puri new delhi delhi	india	india		zero_shared_tokens_transliteration
S1-119392524	S3-460924854	S3	aditi computing private limited	parganas north bhatpara 6 gopikrishna goswami road p o bhatpara west bengal	india	india	aditi,private,computing	partial_token_overlap_unindexed
S1-764157893	S3-31211532	S3	valadez and upton drive lp	francis 56 scenic heights road ut bldg vacant parcel	us	us		zero_shared_tokens_transliteration
S1-731441459	S3-393041019	S3	vaayuaksh consultants private limited	s c no 9226 usha pipe factory naitra naitra balaghat madhya pradesh	india	india		zero_shared_tokens_transliteration
S1-696654443	S3-69798436	S3	myatt integrated alpha inc	wi town of clayton 7475 sunwood drive	us	us	alpha,integrated,myatt	partial_token_overlap_unindexed
S1-631167304	S3-369016303	S3	behavioral health center inc	81 woodgreen drive pittsford ny	us	us	health,center,behavioral	partial_token_overlap_unindexed
S1-952031448	S3-12329053	S3	quantis iii llc	384 sandy creek drive 75182 tx	us	us	iii,quantis	partial_token_overlap_unindexed
S1-751911575	S3-963519549	S3	colonial vanguard eagle l l c	1666 27th avenue clinton ia	us	us	colonial,eagle,vanguard	partial_token_overlap_unindexed
S1-516898227	S3-160861503	S3	seven products limited	86 baruin ghazipur zamania ghazipur uttar pradesh	india	india	limited,seven,products	partial_token_overlap_unindexed
S1-869037142	S3-231876232	S3	east aditya management pvt ltd	maharashtra ahmednagar village shilar survey no 105 3 105 5 post kashele karjat	india	india	east,pvt,aditya,management	partial_token_overlap_unindexed
S1-396523089	S2-959635024	S2	sun consulting private limited	1 40 l chakrapani colony st thomas mount chennai 16 chennai 16 chennai tamil nadu	india	india		empty_or_missing_name
S1-516619070	S2-456261366	S2	foundation bhole textiles llp	a 304 mayfair raviraj oberoicomplexofflink road mumbai maharashtra	india	india	foundation,bhole,textiles	partial_token_overlap_unindexed
S1-697766149	S3-341996675	S3	temple catholic church	138 falcon road rocky mount nc	us	us	temple,catholic	partial_token_overlap_unindexed
S1-618034883	S3-506047268	S3	martz ithax llc	md fl 0 819 sunny chapel road odenton	us	us	llc,martz	partial_token_overlap_unindexed
S1-129409679	S3-713004048	S3	barbey johnson d o	in gary 2324 durbin street	us	us	johnson,o,d,barbey	partial_token_overlap_unindexed
S1-887182370	S3-591929640	S3	addia dominguez general pllc	14 henshaw street woburn ma	us	us	general,addia,dominguez	partial_token_overlap_unindexed
S1-420915986	S2-911182333	S2	real tech private limited	house no 339 pocket a 01 keshav puram delhi north west delhi	india	india		empty_or_missing_name
S1-229408875	S2-147014851	S2	cube sangh	no 143 6 r s road pattukkottai thanjavur tamil nadu	india	india	sangh,cube	partial_token_overlap_unindexed
S1-957313162	S2-32317457	S2	cardiology medicine	1248 port diane drive fl 0 saint louis mo	us	us		zero_shared_tokens_transliteration
